
---------- Begin Simulation Statistics ----------
sim_seconds                                  3.443343                       # Number of seconds simulated
system.cpu.istage2_mmu.stage2_tlb.read_misses            0                       # DTB read misses
system.cpu.istage2_mmu.stage2_tlb.write_hits            0                       # DTB write hits
system.cpu.istage2_mmu.stage2_tlb.write_misses            0                       # DTB write misses
system.cpu.istage2_mmu.stage2_tlb.flush_tlb            0                       # Number of times complete TLB was flushed
system.cpu.istage2_mmu.stage2_tlb.flush_tlb_mva            0                       # Number of times TLB was flushed by MVA
system.cpu.istage2_mmu.stage2_tlb.flush_tlb_mva_asid            0                       # Number of times TLB was flushed by MVA & ASID
system.cpu.istage2_mmu.stage2_tlb.flush_tlb_asid            0                       # Number of times TLB was flushed by ASID
system.cpu.istage2_mmu.stage2_tlb.flush_entries            0                       # Number of entries that have been flushed from TLB
system.cpu.istage2_mmu.stage2_tlb.align_faults            0                       # Number of TLB faults due to alignment restrictions
system.cpu.istage2_mmu.stage2_tlb.prefetch_faults            0                       # Number of TLB faults due to prefetch
system.cpu.istage2_mmu.stage2_tlb.domain_faults            0                       # Number of TLB faults due to domain restrictions
system.cpu.istage2_mmu.stage2_tlb.perms_faults            0                       # Number of TLB faults due to permissions restrictions
system.cpu.istage2_mmu.stage2_tlb.read_accesses            0                       # DTB read accesses
system.cpu.istage2_mmu.stage2_tlb.write_accesses            0                       # DTB write accesses
system.cpu.istage2_mmu.stage2_tlb.inst_accesses            0                       # ITB inst accesses
system.cpu.istage2_mmu.stage2_tlb.hits              0                       # DTB hits
system.cpu.istage2_mmu.stage2_tlb.misses            0                       # DTB misses
system.cpu.istage2_mmu.stage2_tlb.accesses            0                       # DTB accesses
system.cpu.itb.walker.pwrStateResidencyTicks::UNDEFINED 39323813236154                       # Cumulative time (in ticks) in various power states
system.cpu.itb.walker.walks                      1681                       # Table walker walks requested
system.cpu.itb.walker.walksShort                 1681                       # Table walker walks initiated with short descriptors
system.cpu.itb.walker.walksShortTerminationLevel::Level1          167                       # Level at which table walker walks with short descriptors terminate
system.cpu.itb.walker.walksShortTerminationLevel::Level2         1366                       # Level at which table walker walks with short descriptors terminate
system.cpu.itb.walker.walksSquashedBefore          148                       # Table walks squashed before starting
system.cpu.itb.walker.walkWaitTime::samples         1533                       # Table walker wait (enqueue to first request) latency
system.cpu.itb.walker.walkWaitTime::mean   591.290280                       # Table walker wait (enqueue to first request) latency
system.cpu.itb.walker.walkWaitTime::stdev  3167.825340                       # Table walker wait (enqueue to first request) latency
system.cpu.itb.walker.walkWaitTime::0-8191         1488     97.06%     97.06% # Table walker wait (enqueue to first request) latency
system.cpu.itb.walker.walkWaitTime::8192-16383           39      2.54%     99.61% # Table walker wait (enqueue to first request) latency
system.cpu.itb.walker.walkWaitTime::16384-24575            5      0.33%     99.93% # Table walker wait (enqueue to first request) latency
system.cpu.itb.walker.walkWaitTime::73728-81919            1      0.07%    100.00% # Table walker wait (enqueue to first request) latency
system.cpu.itb.walker.walkWaitTime::total         1533                       # Table walker wait (enqueue to first request) latency
system.cpu.itb.walker.walkCompletionTime::samples         1098                       # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::mean 13868.921676                       # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::gmean 10629.832380                       # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::stdev 15843.735980                       # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::0-16383         1018     92.71%     92.71% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::16384-32767           59      5.37%     98.09% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::32768-49151            1      0.09%     98.18% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::65536-81919            2      0.18%     98.36% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::81920-98303            4      0.36%     98.72% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::98304-114687            8      0.73%     99.45% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::114688-131071            3      0.27%     99.73% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::180224-196607            2      0.18%     99.91% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::196608-212991            1      0.09%    100.00% # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walkCompletionTime::total         1098                       # Table walker service (enqueue to completion) latency
system.cpu.itb.walker.walksPending::samples   -518817161                       # Table walker pending requests distribution
system.cpu.itb.walker.walksPending::mean    -3.431136                       # Table walker pending requests distribution
system.cpu.itb.walker.walksPending::0     -2298672681    443.06%    443.06% # Table walker pending requests distribution
system.cpu.itb.walker.walksPending::1      1779578828   -343.01%    100.05% # Table walker pending requests distribution
system.cpu.itb.walker.walksPending::2          276692     -0.05%    100.00% # Table walker pending requests distribution
system.cpu.itb.walker.walksPending::total   -518817161                       # Table walker pending requests distribution
system.cpu.itb.walker.walkPageSizes::4K           909     95.68%     95.68% # Table walker page sizes translated
system.cpu.itb.walker.walkPageSizes::1M            41      4.32%    100.00% # Table walker page sizes translated
system.cpu.itb.walker.walkPageSizes::total          950                       # Table walker page sizes translated
system.cpu.itb.walker.walkRequestOrigin_Requested::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Requested::Inst         1681                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Requested::total         1681                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Completed::Data            0                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Completed::Inst          950                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin_Completed::total          950                       # Table walker requests started/completed, data/inst
system.cpu.itb.walker.walkRequestOrigin::total         2631                       # Table walker requests started/completed, data/inst
system.cpu.itb.inst_hits                      4030428                       # ITB inst hits
system.cpu.itb.inst_misses                       1681                       # ITB inst misses
system.cpu.itb.read_hits                            0                       # DTB read hits
system.cpu.itb.read_misses                          0                       # DTB read misses
system.cpu.itb.write_hits                           0                       # DTB write hits
system.cpu.itb.write_misses                         0                       # DTB write misses
system.cpu.itb.flush_tlb                            0                       # Number of times complete TLB was flushed
system.cpu.itb.flush_tlb_mva                        0                       # Number of times TLB was flushed by MVA
system.cpu.itb.flush_tlb_mva_asid                 189                       # Number of times TLB was flushed by MVA & ASID
system.cpu.itb.flush_tlb_asid                       7                       # Number of times TLB was flushed by ASID
system.cpu.itb.flush_entries                      355                       # Number of entries that have been flushed from TLB
system.cpu.itb.align_faults                         0                       # Number of TLB faults due to alignment restrictions
system.cpu.itb.prefetch_faults                      0                       # Number of TLB faults due to prefetch
system.cpu.itb.domain_faults                     3128                       # Number of TLB faults due to domain restrictions
system.cpu.itb.perms_faults                      2842                       # Number of TLB faults due to permissions restrictions
system.cpu.itb.read_accesses                        0                       # DTB read accesses
system.cpu.itb.write_accesses                       0                       # DTB write accesses
system.cpu.itb.inst_accesses                  4032109                       # ITB inst accesses
system.cpu.itb.hits                           4030428                       # DTB hits
system.cpu.itb.misses                            1681                       # DTB misses
system.cpu.itb.accesses                       4032109                       # DTB accesses
system.cpu.numPwrStateTransitions                6678                       # Number of power state transitions
system.cpu.pwrStateClkGateDist::samples          3339                       # Distribution of time spent in the clock gated state
system.cpu.pwrStateClkGateDist::mean     1028960429.567535                       # Distribution of time spent in the clock gated state
system.cpu.pwrStateClkGateDist::stdev    1642791622.876679                       # Distribution of time spent in the clock gated state
system.cpu.pwrStateClkGateDist::underflows         2238     67.03%     67.03% # Distribution of time spent in the clock gated state
system.cpu.pwrStateClkGateDist::1000-5e+10         1101     32.97%    100.00% # Distribution of time spent in the clock gated state
system.cpu.pwrStateClkGateDist::min_value          314                       # Distribution of time spent in the clock gated state
system.cpu.pwrStateClkGateDist::max_value   7123128244                       # Distribution of time spent in the clock gated state
system.cpu.pwrStateClkGateDist::total            3339                       # Distribution of time spent in the clock gated state
system.cpu.pwrStateResidencyTicks::ON      7644495125                       # Cumulative time (in ticks) in various power states
system.cpu.pwrStateResidencyTicks::CLK_GATED 3435698874326                       # Cumulative time (in ticks) in various power states
system.cpu.numCycles                         24423996                       # number of cpu cycles simulated
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.fetch.icacheStallCycles            8840855                       # Number of cycles fetch is stalled on an Icache miss
system.cpu.fetch.Insts                       24494875                       # Number of instructions fetch has processed
system.cpu.fetch.Branches                     5103243                       # Number of branches that fetch encountered
system.cpu.fetch.predictedBranches            3096176                       # Number of branches that fetch has predicted taken
system.cpu.fetch.Cycles                      13234164                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu.fetch.SquashCycles                  562316                       # Number of cycles fetch has spent squashing
system.cpu.fetch.TlbCycles                      26182                       # Number of cycles fetch has spent waiting for tlb
system.cpu.fetch.MiscStallCycles                41926                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs
system.cpu.fetch.PendingTrapStallCycles        151702                       # Number of stall cycles due to pending traps
system.cpu.fetch.PendingQuiesceStallCycles       199843                       # Number of stall cycles due to pending quiesce instructions
system.cpu.fetch.IcacheWaitRetryStallCycles          362                       # Number of stall cycles due to full MSHR
system.cpu.fetch.CacheLines                   4024073                       # Number of cache lines fetched
system.cpu.fetch.IcacheSquashes                100885                       # Number of outstanding Icache misses that were squashed
system.cpu.fetch.ItlbSquashes                     849                       # Number of outstanding ITLB misses that were squashed
system.cpu.fetch.rateDist::samples           22776192                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::mean              1.325286                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::stdev             2.579442                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::0                 16855087     74.00%     74.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::1                   508937      2.23%     76.24% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::2                   678202      2.98%     79.22% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::3                   951669      4.18%     83.39% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::4                   485700      2.13%     85.53% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::5                   488590      2.15%     87.67% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::6                   419093      1.84%     89.51% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::7                   546995      2.40%     91.91% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::8                  1841919      8.09%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::min_value                0                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::max_value                8                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.rateDist::total             22776192                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.branchRate                  0.208944                       # Number of branch fetches per cycle
system.cpu.fetch.rate                        1.002902                       # Number of inst fetches per cycle
system.cpu.decode.IdleCycles                  6702667                       # Number of cycles decode is idle
system.cpu.decode.BlockedCycles              11238115                       # Number of cycles decode is blocked
system.cpu.decode.RunCycles                   4255323                       # Number of cycles decode is running
system.cpu.decode.UnblockCycles                352140                       # Number of cycles decode is unblocking
system.cpu.decode.SquashCycles                 227946                       # Number of cycles decode is squashing
system.cpu.decode.BranchResolved              1825866                       # Number of times decode resolved a branch
system.cpu.decode.BranchMispred                 54011                       # Number of times decode detected a branch misprediction
system.cpu.decode.DecodedInsts               25787849                       # Number of instructions handled by decode
system.cpu.decode.SquashedInsts                181856                       # Number of squashed instructions handled by decode
system.cpu.rename.SquashCycles                 227946                       # Number of cycles rename is squashing
system.cpu.rename.IdleCycles                  6947026                       # Number of cycles rename is idle
system.cpu.rename.BlockCycles                 1021828                       # Number of cycles rename is blocking
system.cpu.rename.serializeStallCycles        8814885                       # count of cycles rename stalled for serializing inst
system.cpu.rename.RunCycles                   4359400                       # Number of cycles rename is running
system.cpu.rename.UnblockCycles               1405106                       # Number of cycles rename is unblocking
system.cpu.rename.RenamedInsts               24989443                       # Number of instructions processed by rename
system.cpu.rename.ROBFullEvents                  3000                       # Number of times rename has blocked due to ROB full
system.cpu.rename.IQFullEvents                 348252                       # Number of times rename has blocked due to IQ full
system.cpu.rename.LQFullEvents                  90887                       # Number of times rename has blocked due to LQ full
system.cpu.rename.SQFullEvents                 808077                       # Number of times rename has blocked due to SQ full
system.cpu.rename.RenamedOperands            26456971                       # Number of destination operands rename has renamed
system.cpu.rename.RenameLookups             113542370                       # Number of register rename lookups that rename has made
system.cpu.rename.int_rename_lookups         27698300                       # Number of integer rename lookups
system.cpu.rename.fp_rename_lookups              6532                       # Number of floating rename lookups
system.cpu.rename.CommittedMaps              22358639                       # Number of HB maps that are committed
system.cpu.rename.UndoneMaps                  4098323                       # Number of HB maps that are undone due to squashing
system.cpu.rename.serializingInsts             271543                       # count of serializing insts renamed
system.cpu.rename.tempSerializingInsts         228973                       # count of temporary serializing insts renamed
system.cpu.rename.skidInsts                   2015120                       # count of insts added to the skid buffer
system.cpu.memDep0.insertedLoads              5011116                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores             3824480                       # Number of stores inserted to the mem dependence unit.
system.cpu.memDep0.conflictingLoads           1393795                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores          1466039                       # Number of conflicting stores.
system.cpu.iq.iqInstsAdded                   24082029                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqNonSpecInstsAdded              316068                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqInstsIssued                  23242710                       # Number of instructions issued
system.cpu.iq.iqSquashedInstsIssued             32039                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedInstsExamined         3219308                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedOperandsExamined      7529219                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.iqSquashedNonSpecRemoved          33902                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.issued_per_cycle::samples      22776192                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.020483                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        1.692508                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0            14145988     62.11%     62.11% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1             2794965     12.27%     74.38% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2             2065153      9.07%     83.45% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3             1337182      5.87%     89.32% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4             1091944      4.79%     94.11% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5              620769      2.73%     96.84% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6              349561      1.53%     98.37% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7              228134      1.00%     99.37% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8              142496      0.63%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total        22776192                       # Number of insts issued each cycle
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                   64049     13.93%     13.93% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                     37      0.01%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                      0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     13.94% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                 247081     53.74%     67.68% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                147550     32.09%     99.77% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                87      0.02%     99.79% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite              984      0.21%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.FU_type_0::No_OpClass                34      0.00%      0.00% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu              14571768     62.69%     62.69% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult                38561      0.17%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                     0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                   0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                   0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                    0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu                    0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                    0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                    0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                   0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               7      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               1      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               4      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc            918      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              9      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     62.86% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead              4992772     21.48%     84.35% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite             3632250     15.63%     99.97% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead             391      0.00%     99.97% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite           5995      0.03%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total               23242710                       # Type of FU issued
system.cpu.iq.rate                           0.951634                       # Inst issue rate
system.cpu.iq.fu_busy_cnt                      459788                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.019782                       # FU busy rate (busy events/executed inst)
system.cpu.iq.int_inst_queue_reads           69739436                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_writes          27641789                       # Number of integer instruction queue writes
system.cpu.iq.int_inst_queue_wakeup_accesses     22580411                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_reads               13997                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_writes               7686                       # Number of floating instruction queue writes
system.cpu.iq.fp_inst_queue_wakeup_accesses         5579                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.int_alu_accesses               23694964                       # Number of integer alu accesses
system.cpu.iq.fp_alu_accesses                    7500                       # Number of floating point alu accesses
system.cpu.iew.lsq.thread0.forwLoads           282528                       # Number of loads that had data forwarded from stores
system.cpu.iew.lsq.thread0.invAddrLoads             0                       # Number of loads ignored due to an invalid address
system.cpu.iew.lsq.thread0.squashedLoads       689877                       # Number of loads squashed
system.cpu.iew.lsq.thread0.ignoredResponses          828                       # Number of memory responses ignored because the instruction is squashed
system.cpu.iew.lsq.thread0.memOrderViolation        32526                       # Number of memory ordering violations
system.cpu.iew.lsq.thread0.squashedStores       368318                       # Number of stores squashed
system.cpu.iew.lsq.thread0.invAddrSwpfs             0                       # Number of software prefetches ignored due to an invalid address
system.cpu.iew.lsq.thread0.blockedLoads             0                       # Number of blocked loads due to partial load-store forwarding
system.cpu.iew.lsq.thread0.rescheduledLoads       247589                       # Number of loads that were rescheduled
system.cpu.iew.lsq.thread0.cacheBlocked          8010                       # Number of times an access to memory failed due to the cache being blocked
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewSquashCycles                 227946                       # Number of cycles IEW is squashing
system.cpu.iew.iewBlockCycles                  788598                       # Number of cycles IEW is blocking
system.cpu.iew.iewUnblockCycles                 90090                       # Number of cycles IEW is unblocking
system.cpu.iew.iewDispatchedInsts            24428035                       # Number of instructions dispatched to IQ
system.cpu.iew.iewDispSquashedInsts             67289                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispLoadInsts               5011116                       # Number of dispatched load instructions
system.cpu.iew.iewDispStoreInsts              3824480                       # Number of dispatched store instructions
system.cpu.iew.iewDispNonSpecInsts             171147                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewIQFullEvents                  12824                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewLSQFullEvents                 73285                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.memOrderViolationEvents          32526                       # Number of memory order violations
system.cpu.iew.predictedTakenIncorrect          63940                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.predictedNotTakenIncorrect        70066                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.branchMispredicts               134006                       # Number of branch mispredicts detected at execute
system.cpu.iew.iewExecutedInsts              23042639                       # Number of executed instructions
system.cpu.iew.iewExecLoadInsts               4911437                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts            175597                       # Number of squashed instructions skipped in execute
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.exec_nop                         29938                       # number of nop insts executed
system.cpu.iew.exec_refs                      8517476                       # number of memory reference insts executed
system.cpu.iew.exec_branches                  3670852                       # Number of branches executed
system.cpu.iew.exec_stores                    3606039                       # Number of stores executed
system.cpu.iew.exec_rate                     0.943443                       # Inst execution rate
system.cpu.iew.wb_sent                       22714005                       # cumulative count of insts sent to commit
system.cpu.iew.wb_count                      22585990                       # cumulative count of insts written-back
system.cpu.iew.wb_producers                  12178548                       # num instructions producing a value
system.cpu.iew.wb_consumers                  20708104                       # num instructions consuming a value
system.cpu.iew.wb_rate                       0.924746                       # insts written-back per cycle
system.cpu.iew.wb_fanout                     0.588105                       # average fanout of values written-back
system.cpu.commit.commitSquashedInsts         3212685                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls          282166                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts            115739                       # The number of times a branch was mispredicted
system.cpu.commit.committed_per_cycle::samples     22205631                       # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::mean     0.954456                       # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::stdev     1.993465                       # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::0     15025472     67.67%     67.67% # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::1      3310476     14.91%     82.57% # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::2      1137859      5.12%     87.70% # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::3       574291      2.59%     90.28% # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::4       480878      2.17%     92.45% # Number of insts commited each cycle
system.cpu.commit.committed_per_cycle::5       303242      1.37%     93.82% # Number of insts commited each cycle
